사업장명,인허가일자,상세영업상태명,소재지전화,도로명주소,지번주소,위도,경도,업태구분명,의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용명,데이터기준일자
창영치과의원,1988-04-22,영업중,063-285-7575,전라북도 전주시 완산구 전라감영5길 20 (경원동1가),전라북도 전주시 완산구 경원동1가 89,35.81757733,127.1462985,치과의원,치과의원,2,0,0,259.17,예방치과,2022-06-30
척유침구과한의원,2020-01-02,영업중,063-228-7579,전라북도 전주시 완산구 거마평로 163 (효자동1가),전라북도 전주시 완산구 효자동1가 435-6,35.80714497,127.1162498,한의원,한의원,1,0,0,307.5,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
천지인한의원,1994-05-17,영업중,063-227-0022,전라북도 전주시 완산구 용머리로 94 (효자동1가),전라북도 전주시 완산구 효자동1가 545-3,35.80598933,127.1203188,한의원,한의원,1,0,0,260.5,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
청계한의원,2020-03-03,영업중,063-255-1076,전라북도 전주시 덕진구 세병로 178-8 (송천동2가),전라북도 전주시 덕진구 송천동2가 1299-7,35.87926824,127.13348,한의원,한의원,1,0,0,148.76,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
청담내과의원,2002-04-29,영업중,063-242-2030,전라북도 전주시 덕진구 호성1길 37 (호성동1가),전라북도 전주시 덕진구 호성동1가 733-7,35.85664432,127.1525249,의원,의원,1,0,0,0,내과,2022-06-30
청담치과의원,1994-11-14,영업중,063-223-4875,전라북도 전주시 완산구 거마평로 121 (효자동1가),전라북도 전주시 완산구 효자동1가 652,35.80334097,127.1165662,치과의원,치과의원,1,0,0,153,예방치과,2022-06-30
청담한의원,2018-05-08,영업중,063-278-7585,"전라북도 전주시 덕진구 세병로 35, B101호 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1311,35.87359275,127.1290651,한의원,한의원,1,0,0,144,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
청솔한의원,1997-06-04,영업중,063-226-1025,전라북도 전주시 완산구 맏내4길 8 (평화동1가),전라북도 전주시 완산구 평화동1가 649-8,35.7939639,127.1313881,한의원,한의원,1,0,0,239.7,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
청십자치과의원,2012-12-04,영업중,063-244-0100,전라북도 전주시 완산구 효자천변1길 25-6 (효자동1가),전라북도 전주시 완산구 효자동1가 662-3,35.80085311,127.1141372,치과의원,치과의원,1,0,0,94.43,치과,2022-06-30
청춘내과의원,2015-05-08,영업중,063-223-7588,"전라북도 전주시 완산구 모악로 4750, 2층 (평화동1가)",전라북도 전주시 완산구 평화동1가 736-1,35.79328698,127.1324406,의원,의원,2,0,0,320.7,내과+정형외과+소아청소년과+이비인후과+피부과+비뇨의학과,2022-06-30
청춘한의원,2021-11-08,영업중,,"전라북도 전주시 덕진구 세병남로 35, 3층 301호 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1326-13,35.87285665,127.1275074,한의원,한의원,1,0,0,151.2,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
초록나무한의원,2013-11-11,영업중,063-229-1175,전라북도 전주시 완산구 평화18길 21-10 (평화동1가),전라북도 전주시 완산구 평화동1가 728-3,35.79414257,127.1340502,한의원,한의원,1,0,0,178.17,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과+한방응급과,2022-06-30
최명수정신건강의학과의원,2015-03-05,영업중,063-256-3300,"전라북도 전주시 덕진구 백제대로 685, 1층 (금암동)",전라북도 전주시 덕진구 금암동 1595-17,35.84442565,127.1440457,의원,의원,1,0,0,164.22,신경과+정신건강의학과+가정의학과,2022-06-30
최상인내과의원,2000-01-14,영업중,063-225-4800,"전라북도 전주시 완산구 거마평로 57, 3층 (삼천동1가)",전라북도 전주시 완산구 삼천동1가 287-14,35.79767393,127.1166517,의원,의원,1,0,0,269.67,내과+소아청소년과+이비인후과+피부과,2022-06-30
최승열치과의원,1988-05-16,영업중,063-286-6169,전라북도 전주시 완산구 팔달로 99 (전동),전라북도 전주시 완산구 전동 263-2,35.81147708,127.1493563,치과의원,치과의원,1,0,0,136,예방치과,2022-06-30
최외과의원,1984-12-12,영업중,063-221-1374,전라북도 전주시 완산구 용머리로 177-1 (효자동1가),전라북도 전주시 완산구 효자동1가 157-67,35.80695574,127.1294415,의원,의원,1,0,0,135,외과+피부과+가정의학과,2022-06-30
최용성치과교정과치과의원,2001-07-05,영업중,063-273-7528,전라북도 전주시 덕진구 기린대로 481 (덕진동1가),전라북도 전주시 덕진구 덕진동1가 1267-1,35.84249409,127.1250394,치과의원,치과의원,1,0,0,212,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+구강병리과+예방치과,2022-06-30
최원용비뇨기과의원,1985-03-04,영업중,,전라북도 전주시 완산구 팔달로 246 (서노송동),전라북도 전주시 완산구 서노송동 632-12,35.82418791,127.1449406,의원,의원,1,0,0,237.58,성형외과+피부과+비뇨의학과,2022-06-30
최윤주신경과의원,2020-01-30,영업중,063-232-7582,"전라북도 전주시 완산구 서원로 350, 1층 (중화산동1가)",전라북도 전주시 완산구 중화산동1가 305-2,35.8130637,127.1325668,의원,의원,2,0,0,161.31,신경과,2022-06-30
최은영내과의원,1989-12-14,영업중,063-223-3070,"전라북도 전주시 완산구 용머리로 148 (효자동1가, 기아모터스)",전라북도 전주시 완산구 효자동1가 195-14,35.80574581,127.126633,의원,의원,2,0,0,342.34,내과+소아청소년과+피부과,2022-06-30
최인구한의원,1997-10-30,영업중,063-227-5919,전라북도 전주시 완산구 거마평로 36 (삼천동1가),전라북도 전주시 완산구 삼천동1가 644,35.79557242,127.1170554,한의원,한의원,1,0,0,54.6,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
최창익이비인후과의원,2002-04-26,영업중,063-213-7000,"전라북도 전주시 덕진구 편운로 6, 2층 (여의동2가)",전라북도 전주시 덕진구 동산동 701,35.87082881,127.0770367,의원,의원,1,0,0,0,이비인후과,2022-06-30
최치과의원,1989-04-22,영업중,063-275-9900,전라북도 전주시 덕진구 벚꽃로 57 (진북동),전라북도 전주시 덕진구 진북동 416,35.82971516,127.1357465,치과의원,치과의원,2,0,0,132.6,예방치과,2022-06-30
최홍석비뇨기과의원,1992-12-01,영업중,063-285-8530,전라북도 전주시 완산구 팔달로 181 (경원동1가),전라북도 전주시 완산구 경원동1가 73-1,35.8186725,127.1466295,의원,의원,2,0,0,0,비뇨의학과,2022-06-30
최화수치과의원,2003-02-26,영업중,063-222-2025,전라북도 전주시 완산구 평화로 115 (평화동2가),전라북도 전주시 완산구 평화동2가 184-31,35.78710423,127.1343785,치과의원,치과의원,1,0,0,76.89,예방치과,2022-06-30
치유숲정신건강의학과의원,2018-08-31,영업중,063-232-8575,전라북도 전주시 완산구 서원로 320 (중화산동1가),전라북도 전주시 완산구 중화산동1가 253-8,35.81178243,127.1296288,의원,의원,1,0,0,239.45,정신건강의학과,2022-06-30
코뿔소내과의원,2018-03-08,영업중,063-212-1919,전라북도 전주시 덕진구 편운로 6 (여의동2가),전라북도 전주시 덕진구 동산동 701,35.87082881,127.0770367,의원,의원,3,0,0,275.4,내과+신경과+정신건강의학과+외과+정형외과+신경외과+흉부외과+성형외과+마취통증의학과+산부인과+소아청소년과+안과+이비인후과+피부과+비뇨의학과+영상의학과+진단검사의학과+재활의학과+결핵과+가정의학과,2022-06-30
코뿔소한의원,2005-04-21,영업중,063-245-1075,전라북도 전주시 덕진구 견훤로 489 (우아동3가),전라북도 전주시 덕진구 우아동3가 602-43,35.85428629,127.1549805,한의원,한의원,1,0,0,126.1,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
코아성원치과의원,2005-12-19,영업중,063-276-2888,"전라북도 전주시 덕진구 시천로 48, 2층 (송천동1가, 열린빌딩)",전라북도 전주시 덕진구 송천동1가 833-6,35.86363973,127.1147118,치과의원,치과의원,1,0,0,310.8,예방치과,2022-06-30
코오롱부부치과의원,1990-06-09,영업중,063-287-2828,전라북도 전주시 완산구 모악로 4764 (평화동1가),전라북도 전주시 완산구 평화동1가 731-7,35.79449805,127.1327328,치과의원,치과의원,1,0,0,119,예방치과,2022-06-30
큐치과의원,2014-10-23,영업중,063-272-7528,"전라북도 전주시 덕진구 가련산로 13, 3층 (덕진동2가)",전라북도 전주시 덕진구 덕진동2가 693-1,35.8412781,127.1102205,치과의원,치과의원,1,0,0,147.7,예방치과,2022-06-30
큰나무의원,2007-03-02,영업중,063-286-7582,"전라북도 전주시 완산구 홍산로 260, 엠스퀘어 2층 202호 (효자동3가)",전라북도 전주시 완산구 효자동3가 1531-2,35.81684124,127.1064661,의원,의원,1,0,0,152,피부과,2022-06-30
클레오의원,2001-06-09,영업중,063-232-1238,전라북도 전주시 완산구 충경로 44 (중앙동2가),전라북도 전주시 완산구 중앙동2가 10,35.81755172,127.1440658,의원,의원,2,0,0,140,성형외과+가정의학과,2022-06-30
키네틱체인의원,2013-09-02,영업중,063-228-9175,"전라북도 전주시 완산구 홍산남로 48, 5층 (효자동2가)",전라북도 전주시 완산구 효자동2가 1155-1,35.81555476,127.1069942,의원,의원,2,0,0,522.09,내과+마취통증의학과+재활의학과+가정의학과,2022-06-30
키즈온소아청소년과의원,2018-10-17,영업중,063-252-7676,"전라북도 전주시 덕진구 세병로 92, 에코시티 데시앙 네스트 3블럭 1층 104호, 105호 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1342,35.87268779,127.1343288,의원,의원,1,0,0,81,내과+소아청소년과+이비인후과+피부과,2022-06-30
키즈톡스소아청소년과의원,2020-05-28,영업중,063-227-2356,"전라북도 전주시 완산구 호암로 59, 2층 (효자동2가)",전라북도 전주시 완산구 효자동2가 1317-1,35.80947212,127.1010871,의원,의원,1,0,0,117.82,내과+소아청소년과+안과+이비인후과+피부과+가정의학과,2022-06-30
탄탄정형외과의원,2019-02-19,영업중,063-272-7875,"전라북도 전주시 완산구 백제대로 274, 2,4층 (중화산동2가)",전라북도 전주시 완산구 중화산동2가 652-1,35.81765444,127.1233525,의원,의원,2,0,0,459.34,내과+정형외과+신경외과+마취통증의학과+재활의학과,2022-06-30
탑신경외과재활의학과의원,2021-08-10,영업중,063-229-2958,"전라북도 전주시 완산구 용머리로 148, 헤브론빌딩 3~4층 (효자동1가)",전라북도 전주시 완산구 효자동1가 195-14,35.80574581,127.126633,의원,의원,2,0,0,675.38,정형외과+신경외과+마취통증의학과+재활의학과,2022-06-30
탑이비인후과의원,2012-01-03,영업중,063-255-9981,전라북도 전주시 완산구 온고을로 26 (서신동),전라북도 전주시 완산구 서신동 970-2,35.8342007,127.1201013,의원,의원,5,8,9,504.8,내과+외과+정형외과+소아청소년과+이비인후과+피부과,2022-06-30
탑클래스치과의원,2018-05-03,영업중,063-254-3000,"전라북도 전주시 덕진구 세병남로 39, 청동빌딩 4층 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1326-11,35.87327776,127.1277996,치과의원,치과의원,2,0,0,355,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+예방치과,2022-06-30
탑플랜트치과의원,2012-06-05,영업중,063-271-2879,"전라북도 전주시 덕진구 혁신로 697, 3층 304호 (반월동)",전라북도 전주시 덕진구 반월동 236-3,35.8741267,127.0745609,치과의원,치과의원,1,0,0,221.48,치과,2022-06-30
태성한의원,2003-05-09,영업중,063-221-8275,전라북도 전주시 완산구 평화로 138 (평화동2가),전라북도 전주시 완산구 평화동2가 872-6,35.78896399,127.135506,한의원,한의원,1,0,0,132,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
태양한의원,1997-01-16,영업중,063-223-3245,전라북도 전주시 완산구 거마평로 42 (삼천동1가),전라북도 전주시 완산구 삼천동1가 638-2,35.79608424,127.1170611,한의원,한의원,1,0,0,80.96,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
태영당한의원,2004-01-28,영업중,063-247-3636,전라북도 전주시 덕진구 안덕원로 289 (인후동1가),전라북도 전주시 덕진구 인후동1가 500-81,35.83740543,127.1583467,한의원,한의원,1,0,0,203.03,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
톡스앤필의원 전주점,2019-07-11,영업중,063-272-4842,"전라북도 전주시 완산구 온고을로 20, 더존빌딩 6층 602호 (서신동)",전라북도 전주시 완산구 서신동 970-4,35.83419483,127.1207478,의원,의원,1,0,0,322.42,피부과+가정의학과,2022-06-30
특수한의원,2021-04-16,영업중,063-224-0855,"전라북도 전주시 완산구 거마평로 24, 1층 (삼천동1가)",전라북도 전주시 완산구 삼천동1가 660-1,35.79449179,127.1170685,한의원,한의원,1,0,0,146.29,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
튼튼의원,2005-10-24,영업중,063-245-5558,전라북도 전주시 완산구 기린대로 212 (서노송동),전라북도 전주시 완산구 서노송동 568-84,35.82605893,127.1470148,의원,의원,1,0,0,103.73,내과+외과+정형외과+소아청소년과+이비인후과+피부과+비뇨의학과,2022-06-30
팔복한의원,2015-03-31,영업중,063-211-6500,"전라북도 전주시 덕진구 기린대로 699, 2층 (팔복동2가)",전라북도 전주시 덕진구 팔복동2가 250-18,35.85324618,127.1049587,한의원,한의원,1,0,0,215.48,한방내과+한방부인과+한방소아과+한방신경정신과+침구과,2022-06-30
퍼스트치과의원,2012-06-07,영업중,063-227-7528,"전라북도 전주시 완산구 효자로 266, 3층 (중화산동2가)",전라북도 전주시 완산구 중화산동2가 485-44,35.81868325,127.1144876,치과의원,치과의원,1,0,0,147.29,치과,2022-06-30
편한내과의원,2018-06-04,영업중,063-275-0800,전라북도 전주시 덕진구 세병로 30 (송천동2가),전라북도 전주시 덕진구 송천동2가 1326-9,35.8735992,127.1280028,의원,의원,2,0,0,198.65,내과+소아청소년과+이비인후과+피부과,2022-06-30
편한미소치과의원,2019-09-09,영업중,063-282-2872,"전라북도 전주시 덕진구 아중로 155, 2층 (인후동1가)",전라북도 전주시 덕진구 인후동1가 919-7,35.82651096,127.1665336,치과의원,치과의원,1,0,0,192,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+구강병리과+예방치과,2022-06-30
평화경희한의원,1999-11-16,영업중,063-232-1275,"전라북도 전주시 완산구 장승배기로 268, 2층 (평화동1가, 이정기테마빌딩)",전라북도 전주시 완산구 평화동1가 434-15,35.79840632,127.1416305,한의원,한의원,1,0,0,210.59,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
평화로운내과의원,2005-02-21,영업중,063-237-3334,"전라북도 전주시 완산구 소대배기로 5, 2층 (평화동2가, 성가신협)",전라북도 전주시 완산구 평화동2가 302-11,35.78766758,127.1309752,의원,의원,1,0,0,0,내과,2022-06-30
평화마취통증의학과의원,2003-02-20,영업중,063-285-8275,"전라북도 전주시 완산구 장승배기로 266, 302호 (평화동1가)",전라북도 전주시 완산구 평화동1가 408-4,35.79837887,127.1412902,의원,의원,1,0,0,0,마취통증의학과,2022-06-30
평화미주치과의원,2002-12-30,영업중,063-232-2828,"전라북도 전주시 완산구 모악로 4688, 202호 (평화동2가)",전라북도 전주시 완산구 평화동2가 306-4,35.78780404,127.1307179,치과의원,치과의원,1,0,0,203,예방치과,2022-06-30
평화비뇨기과의원,2001-08-27,영업중,063-227-4227,전라북도 전주시 완산구 장승배기로 188 (평화동1가),전라북도 전주시 완산구 평화동1가 709-13,35.7956004,127.1333659,의원,의원,1,0,0,108,비뇨의학과,2022-06-30
평화성모가정의학과의원,1997-04-01,영업중,063-221-7255,전라북도 전주시 완산구 모악로 4679 (평화동2가),전라북도 전주시 완산구 평화동2가 310-2,35.78729672,127.1297223,의원,의원,2,0,0,282.27,내과+정형외과+소아청소년과+이비인후과+피부과+비뇨의학과+가정의학과,2022-06-30
평화안과의원,2001-08-27,영업중,063-228-7060,전라북도 전주시 완산구 장승배기로 188 (평화동1가),전라북도 전주시 완산구 평화동1가 709-13,35.7956004,127.1333659,의원,의원,1,0,0,0,안과,2022-06-30
평화편한몸의원,2022-02-03,영업중,063-908-3650,"전라북도 전주시 완산구 장승배기로 261, 3층 (평화동1가)",전라북도 전주시 완산구 평화동1가 394-1,35.79875838,127.1406115,의원,의원,1,0,0,350.88,신경과+정형외과+신경외과+마취통증의학과+소아청소년과+재활의학과,2022-06-30
표정형외과의원,2007-01-05,영업중,063-288-3000,전라북도 전주시 완산구 팔달로 104 (전동),전라북도 전주시 완산구 전동 227-3,35.8119344,127.1496268,의원,의원,1,9,29,840.35,정형외과,2022-06-30
푸른산부인과여성의원,2004-06-04,영업중,063-247-2114,"전라북도 전주시 완산구 유연로 158, 3층 (효자동3가)",전라북도 전주시 완산구 효자동3가 1627-4,35.82493383,127.1029819,의원,의원,6,0,0,329.17,산부인과,2022-06-30
푸른솔치과의원,1985-03-23,영업중,063-245-3333,전라북도 전주시 덕진구 건산로 238 (인후동1가),전라북도 전주시 덕진구 인후동1가 845-3,35.83424992,127.1633535,치과의원,치과의원,1,0,0,170,예방치과,2022-06-30
푸른안과의원,2001-04-28,영업중,063-278-2121,전라북도 전주시 덕진구 백제대로 660 (금암동),전라북도 전주시 덕진구 금암동 1588-6,35.84291317,127.1413858,의원,의원,14,8,15,2434.46,안과,2022-06-30
푸른치과의원,2007-02-20,영업중,063-271-7582,전라북도 전주시 덕진구 송천중앙로 154 (송천동1가),전라북도 전주시 덕진구 송천동1가 482-1,35.86051043,127.121723,치과의원,치과의원,1,0,0,243.04,예방치과,2022-06-30
푸른한의원,2008-05-06,영업중,,전라북도 전주시 덕진구 편운로 28 (동산동),전라북도 전주시 덕진구 동산동 576,35.87187206,127.0794504,한의원,한의원,1,0,0,171.2,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
풍남의원,1993-08-05,영업중,063-285-9991,전라북도 전주시 완산구 팔달로 101-3 (전동),전라북도 전주시 완산구 전동 272,35.81169868,127.1490078,의원,의원,1,0,0,0,내과,2022-06-30
프라임치과의원,2009-09-30,영업중,063-277-2275,"전라북도 전주시 완산구 유연로 170, 5층 (효자동3가)",전라북도 전주시 완산구 효자동3가 1627-1,35.8249111,127.1040202,치과의원,치과의원,1,0,0,296.84,구강악안면외과+치과보철과+소아치과+치주과+치과보존과+구강내과+영상치의학과+예방치과,2022-06-30
프리티플러스의원,2006-05-16,영업중,063-273-8275,전라북도 전주시 완산구 유연로 291 (서신동),전라북도 전주시 완산구 서신동 857-5,35.82556036,127.1172427,의원,의원,1,0,0,197,내과+성형외과+피부과+가정의학과,2022-06-30
플러스의원,2012-02-22,영업중,063-221-0073,"전라북도 전주시 완산구 용머리로 31, 2층 (효자동1가)",전라북도 전주시 완산구 효자동1가 432-24,35.80657657,127.1142487,의원,의원,1,0,0,148.66,내과+정형외과+소아청소년과+이비인후과+피부과+가정의학과,2022-06-30
플러스치과의원,2010-04-07,영업중,063-228-1675,"전라북도 전주시 완산구 홍산로 371, 3층 (효자동3가)",전라북도 전주시 완산구 효자동3가 1609-18,35.8269087,127.1056186,치과의원,치과의원,1,0,0,100.62,치과,2022-06-30
피노키오소아청소년과의원,2002-09-23,영업중,063-229-7575,전라북도 전주시 완산구 소대배기로 28 (평화동2가),전라북도 전주시 완산구 평화동2가 894-1,35.78676726,127.1332306,의원,의원,1,0,0,0,소아청소년과,2022-06-30
피디치과의원,2013-12-05,영업중,063-286-2804,전라북도 전주시 완산구 마전로 5 (효자동3가),전라북도 전주시 완산구 효자동3가 1645-8,35.82158884,127.1040675,치과의원,치과의원,1,0,0,252.12,치과,2022-06-30
필밸런스의원,2019-07-31,영업중,063-252-3700,"전라북도 전주시 완산구 온고을로 120, 3층 (서신동)",전라북도 전주시 완산구 서신동 958-14,35.83428631,127.1097491,의원,의원,1,0,0,412.9,성형외과+산부인과+이비인후과+피부과+비뇨의학과+가정의학과,2022-06-30
필스토리의원,2008-02-13,영업중,063-276-1050,"전라북도 전주시 완산구 온고을로 62, 4층 (서신동)",전라북도 전주시 완산구 서신동 965-1,35.83423622,127.1161487,의원,의원,2,0,0,323.2,피부과+비뇨의학과+가정의학과,2022-06-30
하가내과의원,2013-03-21,영업중,063-278-8575,"전라북도 전주시 덕진구 가련산로 10, 2층 202호 (덕진동2가, KB빌딩)",전라북도 전주시 덕진구 덕진동2가 695-2,35.84066828,127.1105537,의원,의원,1,0,0,199.75,내과+소아청소년과+이비인후과+피부과,2022-06-30
하나로부부치과의원,2007-09-20,영업중,,"전라북도 전주시 완산구 모악로 4680, 2층 (평화동2가)",전라북도 전주시 완산구 평화동2가 888,35.78725741,127.1307297,치과의원,치과의원,2,0,0,233.64,치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+예방치과+통합치의학과,2022-06-30
하나마취통증의학과의원,2013-03-29,영업중,,전라북도 전주시 완산구 신봉4길 4 (효자동1가),전라북도 전주시 완산구 효자동1가 598-1,35.81198255,127.1185896,의원,의원,1,0,0,87.12,마취통증의학과,2022-06-30
하나정형외과의원,2016-04-22,영업중,063-272-1234,"전라북도 전주시 덕진구 조경단로 97, 3층 (금암동)",전라북도 전주시 덕진구 금암동 1547-8,35.84293448,127.1386371,의원,의원,1,5,23,582.05,내과+신경과+정형외과+소아청소년과,2022-06-30
하나치과의원,1994-05-10,영업중,063-274-2483,전라북도 전주시 덕진구 기린대로 471-2 (덕진동1가),전라북도 전주시 덕진구 덕진동1가 1267-27,35.84178771,127.1257855,치과의원,치과의원,2,0,0,119,예방치과,2022-06-30
하늘가정의학과의원,2016-11-17,영업중,063-271-3972,전라북도 전주시 덕진구 추탄로 24 (덕진동2가),전라북도 전주시 덕진구 덕진동2가 675-5,35.84278469,127.109479,의원,의원,1,0,0,210,내과+신경과+외과+정형외과+신경외과+소아청소년과+안과+이비인후과+피부과+비뇨의학과+가정의학과,2022-06-30
하늘내과의원,2015-09-04,영업중,063-272-0005,"전라북도 전주시 완산구 홍산1길 21, 105동 2층 202,203호 (효자동2가, 서희스타힐스)",전라북도 전주시 완산구 효자동2가 1157-3,35.81439897,127.1073162,의원,의원,2,0,0,298.5,내과+신경과+소아청소년과+이비인후과+피부과+비뇨의학과,2022-06-30
하늘마음한의원,2015-02-16,영업중,063-904-8276,"전라북도 전주시 완산구 당산로 102, 2층 (서신동)",전라북도 전주시 완산구 서신동 785-2,35.83197135,127.1196516,한의원,한의원,1,0,0,201.98,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
하늘마취통증의학과의원,2020-12-23,영업중,063-221-2271,"전라북도 전주시 완산구 백마산길 6, 201호 (효자동3가)",전라북도 전주시 완산구 효자동3가 1167-1,35.81819852,127.0923198,의원,의원,1,0,0,224.74,내과+신경과+외과+정형외과+신경외과+마취통증의학과+영상의학과+재활의학과,2022-06-30
하늘채부부치과의원,2003-02-19,영업중,063-274-0022,전라북도 전주시 완산구 유연로 275 (서신동),전라북도 전주시 완산구 서신동 855-3,35.82557487,127.1155715,치과의원,치과의원,2,0,0,210.94,예방치과,2022-06-30
하늘치과의원,2010-11-01,영업중,063-222-7528,"전라북도 전주시 완산구 호암로 63, 3층 (효자동2가)",전라북도 전주시 완산구 효자동2가 1317-3,35.8093087,127.101543,치과의원,치과의원,1,0,0,185.25,치과,2022-06-30
하루안치과의원,2016-05-19,영업중,063-242-2875,"전라북도 전주시 완산구 홍산중앙로 22, 2층 (효자동3가)",전라북도 전주시 완산구 효자동3가 1541-7,35.81560458,127.1093198,치과의원,치과의원,1,0,0,209.2,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과,2022-06-30
하모니의원,2020-05-25,영업중,063-909-1123,"전라북도 전주시 완산구 팔달로 214, 1~2층 (경원동3가)",전라북도 전주시 완산구 경원동3가 33-10,35.82148064,127.1460392,의원,의원,1,0,0,324,정형외과+피부과+재활의학과+가정의학과,2022-06-30
하얀나라피부과의원,2003-07-15,영업중,063-276-2332,전라북도 전주시 덕진구 송천중앙로 161 (송천동1가),전라북도 전주시 덕진구 송천동1가 486-56,35.86137011,127.1211266,의원,의원,1,0,0,0,피부과,2022-06-30
하얀미소치과의원,2016-07-04,영업중,063-255-2855,전라북도 전주시 덕진구 천마산로 66 (송천동1가),전라북도 전주시 덕진구 송천동1가 107-74,35.86471,127.1286446,치과의원,치과의원,1,0,0,198.38,치과보철과+소아치과+치주과+치과보존과+구강내과+영상치의학과+예방치과,2022-06-30
하얀부부치과의원,2003-09-20,영업중,063-251-2872,전라북도 전주시 덕진구 송천중앙로 157 (송천동1가),전라북도 전주시 덕진구 송천동1가 113-9,35.86094288,127.1210743,치과의원,치과의원,3,0,0,303.6,예방치과,2022-06-30
하얀이치과의원,2014-04-28,영업중,063-236-2882,"전라북도 전주시 덕진구 오공로 43-22, 204호 (중동)",전라북도 전주시 덕진구 중동 775-6,35.83729494,127.0612927,치과의원,치과의원,1,0,0,101.41,예방치과,2022-06-30
하얀치과의원,1998-04-28,영업중,063-213-2875,전라북도 전주시 덕진구 편운로 6 (여의동2가),전라북도 전주시 덕진구 동산동 701,35.87082881,127.0770367,치과의원,치과의원,2,0,0,173.8,예방치과,2022-06-30
하이맨비뇨기과의원,2013-10-29,영업중,063-252-7515,전라북도 전주시 덕진구 기린대로 544 (덕진동2가),전라북도 전주시 덕진구 덕진동2가 204,35.84654521,127.1201142,의원,의원,1,0,0,178.13,피부과+비뇨의학과,2022-06-30
하이치과의원,1989-10-11,영업중,063-251-4720,"전라북도 전주시 덕진구 안덕원로 157, 2층 (인후동2가)",전라북도 전주시 덕진구 인후동2가 236-23,35.83343672,127.1451642,치과의원,치과의원,1,0,0,260.6,예방치과,2022-06-30
하현주신경과의원,2008-01-10,영업중,063-227-7989,"전라북도 전주시 완산구 용머리로 62, 3층 (효자동1가)",전라북도 전주시 완산구 효자동1가 288-5,35.80633056,127.1170206,의원,의원,2,0,0,104.65,신경과,2022-06-30
학문외과의원,1999-08-10,영업중,063-273-7575,"전라북도 전주시 완산구 백제대로 241, 1,2층 (중화산동2가)",전라북도 전주시 완산구 중화산동2가 631-3,35.81471895,127.1226332,의원,의원,1,5,7,246.68,내과+외과+정형외과+성형외과+피부과,2022-06-30
한결가정의학과의원,2016-01-27,영업중,063-255-7555,"전라북도 전주시 완산구 태평3길 43, 2~3층 (태평동)",전라북도 전주시 완산구 태평동 35-15,35.82407222,127.141891,의원,의원,2,0,0,215.5,내과+외과+정형외과+산부인과+소아청소년과+안과+이비인후과+피부과+비뇨의학과+재활의학과+가정의학과,2022-06-30
한결치과의원,1999-07-08,영업중,063-224-2804,전라북도 전주시 완산구 백제대로 259 (중화산동2가),전라북도 전주시 완산구 중화산동2가 629-5,35.81622969,127.1225886,치과의원,치과의원,1,0,0,225.2,예방치과,2022-06-30
